keyword,title,link
숏폼,"대구 중구, 근대골목 배경숏폼오는 9월 말까지 공모",http://v.daum.net/v/20260514154421138
숏폼,대구 중구 근대골목숏폼영상 공모전 ‘골목을 찍어라–SHOOT THE STREET’ 홍보 포스터. /대구 중구 제공 대구 중구가 오는 9월 30일까지 근대골목숏폼영상 공모전 ‘골목을 찍어라–SHOOT THE STREET’를 개최한다. 이번 공모전은 근대골목투어 1~5코스와 관련...,http://v.daum.net/v/20260514154421138
숏폼,네이버·리디 이어 카카오까지…웹툰 '숏폼춘추전국시대' 열렸다,http://v.daum.net/v/20260509150209987
숏폼,[서울=뉴시스] 9일 업계에 따르면 카카오픽코마는 이달 말 일본에서 운영 중인 플랫폼 '픽코마'에숏폼애니메이션 전용 '애니메(ANIME)' 카테고리를 선보인다. 사진은 '애니메' 출시 기념 사전 이벤트 안내문. 2026.05.09. (사진=카카오픽코마 제공) *재판매 및 DB...,http://v.daum.net/v/20260509150209987
숏폼,"보이넥스트도어, 신곡 '똑똑똑'으로숏폼점령..4일 만에 2만 건",http://v.daum.net/v/20260514110105827
숏폼,[OSEN=지민경 기자] 그룹 보이넥스트도어가 신곡 '똑똑똑'으로 글로벌숏폼플랫폼을 뜨겁게 달구며 본격적인 컴백 청신호를 켰다. 지난 11일 발매된 보이넥스트도어의 정규 1집 'HOME(홈)'의 선공개 곡 '똑똑똑'은 14일 오전 8시 기준 틱톡(TikTok)에서 해당 음원을...,http://v.daum.net/v/20260514110105827
숏폼,"마이리틀셰프, 이나은 주인공숏폼드라마 만들었어요",http://v.daum.net/v/20260514223753155
숏폼,"비피엠지가 요리 시뮬레이션 게임 '마이리틀셰프' IP를 활용한숏폼드라마를 공개했다. 드라마는 국내 최대 외식그룹 상속자가 몰락 이후 요리 대결을 통해 성장하는 이야기를 담았으며, 게임 세계관과 캐릭터 콘셉트를 기반으로 제작됐다. 배우 이나은이 주연을...",http://v.daum.net/v/20260514223753155
숏폼,'1분 승부'에 갇힌 선거전…숏폼경쟁 과열 조짐,http://v.daum.net/v/20260512185302451
숏폼,더불어민주당 허태정 대전시장 후보의 민생 현장을 소개하는숏폼영상(왼쪽). 국민의힘 이장우 대전시장 후보의 공약숏폼영상. 페이스북 갈무리 6·3 지방선거가 이른바숏폼(Short-form) 홍보전으로 달아오르고 있다. 짧은 영상으로 공약과 이미지를 빠르게 전달...,http://v.daum.net/v/20260512185302451
숏폼,"숏폼전성시대…캐논코리아, 영상 특화 카메라 'EOS R6 V' 출시",http://v.daum.net/v/20260514180021033
숏폼,사진 중심이었던 기존 카메라 시장이 영상 중심으로 빠르게 재편되는 흐름을 반영했다. 최근 유튜브·틱톡·인스타그램 릴스 등숏폼콘텐츠 시장이 커지며 일반 소비자들도 고품질 영상 촬영 수요가 확대되고 있어서다. 이번 행사를 위해 한국을 방문한 토쿠라 고...,http://v.daum.net/v/20260514180021033
숏폼,"""짧지만 깊었던 'OK'의 힘""…젊은세대 사로잡은 '29역숏폼왕'",http://v.daum.net/v/20260513174154234
숏폼,‘OK저축은행 29역숏폼왕’ 일반영상 부문 대상작인 정지현 감독의 ‘오케이에 대한 고찰’(왼쪽)과 인공지능(AI)영상 부문 대상작인 김성현 감독의 ‘세상의 모든 읏맨: 각성’의 한 장면. /29초영화제사무국 제공 소셜미디어(SNS) 기반숏폼공모전 ‘29역숏폼왕...,http://v.daum.net/v/20260513174154234
숏폼,"대전시, '전세사기 예방숏폼' 제작…""청년 눈높이 설명""",http://v.daum.net/v/20260513101106830
숏폼,전경. 2026. 05. 13 photo@newsis.com *재판매 및 DB 금지 [대전=뉴시스]곽상훈 기자 = 대전시가 청년들의 전세사기 예방을 위해 '숏폼콘텐츠'를 제작해 눈길을 끈다. 대전시 전세피해지원센터는 최근 고도화되는 전세사기 수법에 대응하고 사회초년생과 청년층의...,http://v.daum.net/v/20260513101106830
숏폼,꿈돌이 ‘전세사기’ 예방숏폼눈길,http://v.daum.net/v/20260513092518283
숏폼,"대전시, 꿈돌이 활용 ‘전세사기 예방숏폼’ 제작·배포",http://v.daum.net/v/20260513090137192
숏폼,꿈돌이가 전세사기 예방법 알려준다…대전시숏폼배포,http://v.daum.net/v/20260513144703258
숏폼,"[IT큐레이션] ""숏폼이 본편을 흔든다"" 웹툰·예능·다큐까지 번지는 변주의 시대",http://v.daum.net/v/20260513123734657
숏폼,냈다. 본편이 살기 위해 변주의 무대를 넓힌 셈이다. 이제는 공존의 시대다. 그 자리에 또한번 새로운 바람이 불고 있다. 바로숏폼이다. 1~2분짜리 짧은 영상을 보고 끝내는 단계를 지나 웹툰·예능·다큐멘터리·OTT 등 기존 장르의 본편 안으로숏폼문법이 직접...,http://v.daum.net/v/20260513123734657
숏폼,"OTT ""짧아야 산다"" 전쟁…아마존,숏폼피드 '클립스' 공개",http://v.daum.net/v/20260510155115235
숏폼,[이데일리 성주원 기자] 아마존 프라임비디오가 틱톡 방식의 세로형숏폼피드를 도입하며 온라인동영상서비스(OTT) 업계의 Z세대 공략 경쟁에 가세했다. 아마존 클립스 화면 예시 (사진=아마존 뉴스룸) 아마존은 지난 8일(현지시간) 공식 뉴스룸을 통해 프라임...,http://v.daum.net/v/20260510155115235
숏폼,'놀뭐?' 유재석 감독 '숏폼드라마' 데뷔작 반응 뜨겁다,http://v.daum.net/v/20260510131849378
숏폼,"""캐릭터 분석은 연기하면서"" iMBC 연예뉴스 사진 iMBC 연예뉴스 사진 유재석 감독의숏폼드라마 데뷔작 '동생이 훔친 내 여자를 다시 뺏기로 했다'가 뜨거운 호응을 얻었다. 9일 방송된 MBC 예능프로그램 '놀면 뭐하니?'(연출 김진용 이주원 김기호 안지선 방성수...",http://v.daum.net/v/20260510131849378
숏폼,"‘감독’ 유재석의숏폼드라마, 57만뷰 돌파",http://v.daum.net/v/20260510170652029
숏폼,"MBC ‘놀면 뭐하니?’ ‘국민 MC’ 유재석이 감독으로 나선숏폼드라마가 뜨거운 반응을 얻고 있다. 지난 9일 방송된 MBC 예능프로그램 ‘놀면 뭐하니?’는 ‘숏폼드라마 찍어유’ 편으로, 유재석이 데뷔작 ‘동생이 훔친 내 여자를 다시 뺏기로 했다’(약칭...",http://v.daum.net/v/20260510170652029
숏폼,"‘퍼포먼스 퀸’ 이채연 신곡 댄스 챌린지, 글로벌숏폼트렌드를 이끌어",http://v.daum.net/v/20260513103017953
숏폼,"데이원드림 가수 이채연의 ‘NTOTD’ 챌린지가 가요계 선후배가 총출동하며 글로벌숏폼을 장악하고 나섰다. 이채연 소속사 데이원드림에 따르면, 이채연의 미니 4집 ‘Till I Die(틸 아이 다이)’의 타이틀곡 ‘No Tears On The Dancefloor(이하 NTOTD)’와 수록곡...",http://v.daum.net/v/20260513103017953
숏폼,'놀면 뭐하니?' 이번에도 통했다... '초저예산'숏폼드라마 완성,http://v.daum.net/v/20260510164753576
숏폼,"최근 4-5월 예능 프로그램 부문 브랜드 평판 1위(한국기업평판연구소 선정)를 기록하는가 하면, 각종 온라인 플랫폼의 하이라이트 및숏폼영상이 수백만 조회수를 기록하며 매서운 기세를 보여주고 있다. 이러한 화제성 확보에 힘입어 신규 고정 멤버 허경환과...",http://v.daum.net/v/20260510164753576
숏폼,"예능계도숏폼열풍…짧아진 호흡, 넓어진 판[SS연예프리즘]",http://v.daum.net/v/20260430063148555
숏폼,"유재석. 사진 | 스포츠서울 DB [스포츠서울 | 김현덕 기자]숏폼은 한동안 예능 바깥의 문법처럼 보였다. 휴대전화 화면 안에서 빠르게 소비되고, 짧고 강한 자극으로 승부하는 콘텐츠. 방송은 그보다 조금 더 길고, 조금 더 느리고, 완결된 형식을 갖춘 영역에...",http://v.daum.net/v/20260430063148555
숏폼,"[이대화의 함께 들어요] [40] 빨라진 K팝 노래, 배경엔숏폼이 있다",http://v.daum.net/v/20260513233715758
숏폼,빠른 K팝 유행을 촉발한 빠른 테크노 흐름은 왜 시작됐을까? 음악 전문가들은 이런 답변을 내놓고 있다. 요즘 유행의 키를 쥔숏폼플랫폼이 속도 높은 음악들을 선호하면서 자연스럽게 흐름이 만들어졌다는 것이다. 몇 초도 안 되어 다음 영상으로 넘기는 세상에서...,http://v.daum.net/v/20260513233715758
숏폼,"수자원공사, 안전숏폼아이디어 공모전 진행",http://v.daum.net/v/20260511141602120
숏폼,안전숏폼아이디어 공모전 포스터. ⓒ한국수자원공사 한국수자원공사가 생활 속 안전 문화 확산을 위해 ‘2026년 K-water 안전숏폼아이디어 공모전’을 진행한다. 한국수자원공사는 지난 6일부터 오는 25일까지 안전숏폼아이디어 공모전을 진행하고 있다고 11일...,http://v.daum.net/v/20260511141602120
숏폼,수자원공사 25일까지 'K-water 안전숏폼아이디어' 공모전,http://v.daum.net/v/20260511153002853
숏폼,"수자원공사, 국민 안전 문화 확산에 나서…숏폼아이디어 공모전 개최",http://v.daum.net/v/20260511163753428
숏폼,"수공, 25일까지 안전숏폼아이디어 공모",http://v.daum.net/v/20260511174202209
숏폼,"[단독]BTS 게임으로 新 장르 열고숏폼승부수..정민채 대표 ""자부심 있죠""[★연구소] [인터뷰①]",http://v.daum.net/v/20260510060420105
숏폼,"애니메이션, 오리지널 IP 개발까지 콘텐츠 산업 전반으로 영역을 넓혀왔다. 정 대표는 빠르게 변하는 콘텐츠 소비 흐름 속에서숏폼시장의 가능성을 읽고 있었다. 다만 그의 시선은 단순히 '짧은 영상'이나 일시적인 유행에 머물러 있지 않았다. 하나의 강력한 IP를...",http://v.daum.net/v/20260510060420105
숏폼,맥락 사라지고 순간 발언만…30초 '숏폼' 선거의 명암,http://v.daum.net/v/20260514103423215
숏폼,부산시장 선거 후보 토론 관련숏폼[유튜브 캡처. 재판매 및 DB 금지] (부산=연합뉴스) 김선호 기자 = 6·3 지방선거 출마자들이 30초짜리 '숏폼'을 홍보에 집중 활용하고 있다. 지난 12일 전재수 더불어민주당 후보와 박형준 국민의힘 후보가 맞붙은 첫 번째 부산...,http://v.daum.net/v/20260514103423215
숏폼,숏폼세계의 비밀 아닌 비밀을 공개합니다,http://v.daum.net/v/20260511234417549
숏폼,"“30년쯤 뒤엔숏폼영상이 최악의 발명으로 기록될 것 같지 않아?” 요즘 일상을 힘들게 하는 것이 무엇인지 얘기하던 점심 자리에서, 아는 언니가 대뜸 이렇게 말했다. “왜 근대에 애들한테 먹이는 진정 물약(모르핀이 함유돼 있었다)이 유행한 것처럼?” 내가...",http://v.daum.net/v/20260511234417549
숏폼,"“읽던 웹툰이 움직인다”…카카오 픽코마, 일본에서숏폼애니로 IP 확장 승부수",http://v.daum.net/v/20260510145915952
숏폼,"픽코마(piccoma)’를 앞세워 새로운 확장에 나선다. 일본 만화 시장 성장세가 둔화되는 가운데 웹툰·만화 지식재산권(IP)을숏폼애니메이션으로 확장하는 실험에 본격 착수한 것이다. 단순히 작품을 유통하는 플랫폼을 넘어, 하나의 IP를 웹툰·영상·굿즈 등 다양...",http://v.daum.net/v/20260510145915952
숏폼,"유재석숏폼연출작, 드디어 오늘(9일) 공개…삼각 치정 멜로극, 주인공은 김성균 캐스팅 ('놀뭐')",http://v.daum.net/v/20260509153154451
숏폼,[텐아시아=이소정 기자] 모든 장르를 총망라한 유재석 감독 표숏폼드라마가 오늘(9일) 베일을 벗는다./사진제공=MBC 모든 장르를 총망라한 유재석 감독 표숏폼드라마가 오늘(9일) 베일을 벗는다. 9일 방송되는 MBC 예능프로그램 '놀면 뭐하니?'에서는 유재석...,http://v.daum.net/v/20260509153154451
숏폼,"황정민 특별출연, OST 백지영..'놀뭐' 고퀄숏폼드라마 '주목'",http://v.daum.net/v/20260510093217156
숏폼,[스타뉴스 | 김미화 기자] /사진='놀면 뭐하니' 유재석 감독의숏폼드라마 데뷔작 '동생이 훔친 내 여자를 다시 뺏기로 했다'가 중독적인 매력을 자랑하고 있다. 지난 9일 방송된 MBC 예능프로그램 '놀면 뭐하니?'는 '숏폼드라마 찍어유' 편으로 그려졌다. 유재석...,http://v.daum.net/v/20260510093217156
숏폼,"‘놀면 뭐하니’ 유재석숏폼, 뜨거운 반응",http://v.daum.net/v/20260510074855922
숏폼,"‘놀면 뭐하니’ 유재석숏폼, 뜨거운 반응 (제공: MBC) 유재석 감독의숏폼드라마 데뷔작 ‘동생이 훔친 내 여자를 다시 뺏기로 했다’가 뜨거운 반응을 일으켰다. 지난 9일 방송된 MBC 예능프로그램 ‘놀면 뭐하니?’는 ‘숏폼드라마 찍어유’ 편으로 꾸며졌다...",http://v.daum.net/v/20260510074855922
숏폼,"'놀면 뭐하니?' 유재석,숏폼드라마 감독 데뷔",http://v.daum.net/v/20260508101505602
숏폼,"황정민도 나올까? 유재석,숏폼드라마 제작 돌입(놀뭐)",http://v.daum.net/v/20260504165639423
숏폼,‘김석훈X김성균’ 초호화 캐스팅… 유재석 ‘숏폼드라마’ 감독 데뷔 (‘놀면 뭐하니’)[종합],http://v.daum.net/v/20260509204201608
숏폼,아마존도 맛보기숏폼도입…프라임비디오에 '클립스' 추가,http://v.daum.net/v/20260510092903095
숏폼,(로스앤젤레스=연합뉴스) 김경윤 특파원 = 넷플릭스와 디즈니플러스(+)에 이어 아마존 프라임 비디오도숏폼(짧은 길이) 영상 서비스에 뛰어든다. 미국 IT전문 매체 마셔블은 9일(현지시간) 아마존이 프라임 비디오 모바일 애플리케이션(앱)에 '클립스' 기능을 추가...,http://v.daum.net/v/20260510092903095
숏폼,러블리즈 출신 정예인 “숏폼드라마 ‘악녀 계모의…’ 검토 중” [공식],http://v.daum.net/v/20260513154116094
숏폼,"정예인/뉴스엔DB [뉴스엔 이민지 기자] 러블리즈 출신 정예인이숏폼드라마 주인공 제안을 받고 검토 중이다. 정예인이숏폼드라마 '악녀 계모의 몸에서 살아남는 방법' 주연으로 발탁됐다는 보도가 나온 가운데 5월 13일 소속사 써브라임 측은 뉴스엔에 ""검토 중...",http://v.daum.net/v/20260513154116094
숏폼,국립중앙도서관 ‘코리안메모리’ 개편…숏폼·AI 학습 데이터 강화,http://v.daum.net/v/20260512095315161
숏폼,"중앙도서관이 디지털 아카이브 ‘코리안메모리’를 전면 개편하고 한국문화 콘텐츠를 대폭 강화했다. 텍스트 중심이던 콘텐츠를숏폼영상으로 확장하고 검색 기능도 고도화하면서, AI 학습 데이터로서의 활용 가능성도 넓혔다. 국립중앙도서관은 디지털 지식문화...",http://v.daum.net/v/20260512095315161
숏폼,"[단독]NCT 제노·재민→톱배우까지..정민채 대표 ""숏폼은 메가 트렌드""[★연구소] [인터뷰②]",http://v.daum.net/v/20260510060403101
숏폼,스타뉴스 | 김나연 기자] 정민채 대표 / 사진=테이크원컴퍼니 -인터뷰①에 이어 특히 테이크원컴퍼니는 지난 1월 글로벌 K-POP숏폼플랫폼 '킷츠'(KITZ)를 출시했다. 'Kinema Shortz'에서 따온 킷츠는 영화를 보는 듯한 감각적인 프리미엄숏폼드라마 및 K-POP...,http://v.daum.net/v/20260510060403101
숏폼,"‘놀뭐’ 유재석,숏폼드라마 감독 된다... 김석훈 “이런 현장 처음” 감탄",http://v.daum.net/v/20260508134455827
숏폼,사진=MBC 제공 ‘국민 MC’ 유재석이숏폼드라마 감독에 도전한다. 9일 방송되는 MBC 예능 ‘놀면 뭐하니?’(이하 ‘놀뭐’)에서는 유재석이 연출을 맡고 하하가 집필에 참여한숏폼드라마 ‘동생이 훔친 내 여자를 다시 뺏기로 했다’(약칭 ‘동훔내여다뺏...,http://v.daum.net/v/20260508134455827
숏폼,"농식품부, '농어촌 기본소득숏폼공모전' 개최",http://v.daum.net/v/20260510110217693
숏폼,"농어촌 기본소득 시범사업' 대상 지역 주민들의 생생한 체감 사례와 현장 목소리를 듣고, 정책에 대한 국민적 공감대를 얻기 위한 '숏폼콘텐츠' 공모전을 개최한다고 10일 밝혔다. 농어촌 기본소득은 인구 감소와 고령화 등으로 소멸 위기가 심각한 농어촌 지역을...",http://v.daum.net/v/20260510110217693
숏폼,"유재석,숏폼드라마로 대박…40만뷰 터진 ‘동훔내여다뺏’ (놀뭐)",http://v.daum.net/v/20260510074753915
숏폼,[스포츠동아 이정연 기자] 유재석이 첫숏폼드라마 연출작으로 웃음과 조회수를 모두 잡았다. 9일 방송된 MBC ‘놀면 뭐하니?’는 ‘숏폼드라마 찍어유’ 편으로 꾸며졌다. 유재석은숏폼드라마 ‘동생이 훔친 내 여자를 다시 뺏기로 했다’(약칭 ‘동훔내여다뺏...,http://v.daum.net/v/20260510074753915
숏폼,"시청률 한 자릿수인데…유재석, 결국 결단 내렸다숏폼드라마 감독으로 데뷔 ""이게 내 추구미"" ('놀뭐')",http://v.daum.net/v/20260509080217560
숏폼,[텐아시아=김세아 기자] 방송인 유재석이 취재진 앞에 섰다. / 사진=텐아시아DB 유재석 감독의숏폼드라마 데뷔작 '동생이 훔친 내 여자를 다시 뺏기로 했다' 대본 리딩 현장이 공개됐다. 앞서 '놀면 뭐하니?'는 최근 전국 가구 시청률 4%대를 기록했다. 9일 방송...,http://v.daum.net/v/20260509080217560
숏폼,"“흔한 부시장님의 앙탈”… 여주시,숏폼챌린지로 여주쌀 홍보 ‘돌풍’",http://v.daum.net/v/20260511142018377
숏폼,/여주시 유튜브 쇼츠 영상 캡처 여주시가 김광덕 부시장(시장 권한대행)을 주인공으로 한 유튜브숏폼콘텐츠를 공개해 여주지역 온오프라인에서 선풍적인 인기를 끌고 있다. 시 홍보미디어팀은 지역 대표 특산물 ‘대왕님표 여주쌀’을 친근하게 알리기 위해 김광덕...,http://v.daum.net/v/20260511142018377
숏폼,"숏폼시대 역행하는 엔믹스, 묵직한 사운드로 차별화",http://v.daum.net/v/20260514114305450
숏폼,록 밴드들이 7~8분대 이상의 대곡에서나 시도할 법한 구조적 변화가 단 3분짜리 노래 안에 빼곡하게 담겨 있다. 빠른 중독성과숏폼챌린지에 최적화된 단순 반복형 구성이 주류가 된 요즘 케이팝 시장에서 엔믹스는 오히려 묵직한 사운드와 밀도 높은 악곡 전개로...,http://v.daum.net/v/20260514114305450
숏폼,옥천전국연극제 홍보숏폼공모전…대상 200만원,http://v.daum.net/v/20260512093807467
숏폼,옥천전국연극제 홍보숏폼공모전 홍보물(옥천군 제공. 재판매 및 DB금지)/뉴스1 (옥천=뉴스1) 장인수 기자 = 충북 옥천군은 옥천전국연극제 홍보숏폼(짧은 영상) 공모전을 진행한다고 12일 밝혔다. 주제는 옥천전국연극제를 효과적으로 알릴 수 있는 창의적인 홍보...,http://v.daum.net/v/20260512093807467
숏폼,“수염 자국 있는데” 허경환 ‘숏폼드라마’ 여주 발탁 (‘놀면 뭐하니’),http://v.daum.net/v/20260509192103506
숏폼,"‘놀면 뭐하니’. 사진 I MBC 허경환이숏폼드라마의 여자 주인공으로 발탁됐다. 9일 오후 방송된 MBC 예능프로그램 ‘놀면 뭐하니?’(연출 김진용 장우성 장효종 왕종석, 작가 최혜정)에서 멤버들은 ‘동생이 훔친 내 여자를 다시 뺏기로 했다’숏폼드라마를 제작...",http://v.daum.net/v/20260509192103506
숏폼,"""진안의 아름다움을 소개합니다""…공무원 대상숏폼콘테스트",http://v.daum.net/v/20260512105137366
숏폼,"전북 진안군이 '2026~2027 방문의 해'를 맞아 군청 부서를 대상으로숏폼콘테스트를 개최했다.(진안군제공, 재판매 및 DB금지)2026.5.12/뉴스1 (진안=뉴스1) 김동규 기자 = 전북 진안군은 '2026~2027 방문의 해' 홍보를 위해 공직자 대상숏폼콘테스트를 개최...",http://v.daum.net/v/20260512105137366
숏폼,"‘1분에 8개꼴’ 보이넥스트도어, 선공개곡 ‘똑똑똑’으로숏폼휩쓸었다",http://v.daum.net/v/20260514093952874
숏폼,"사진제공 | KOZ 엔터테인먼트 [스포츠동아 장은지 기자] 그룹 보이넥스트도어가 정규 1집 선공개곡 ‘똑똑똑’으로 글로벌숏폼시장에서 폭발적인 반응을 얻고 있다. 지난 11일 베일을 벗은 ‘똑똑똑’은 발매 4일 만인 14일 오전 기준, 틱톡 내 관련 영상 게시물이...",http://v.daum.net/v/20260514093952874
숏폼,"컴포즈커피, 여름 신메뉴 4종 출시…김원훈 협업 코믹숏폼공개",http://v.daum.net/v/20260512093909514
숏폼,[서울=뉴시스] 컴포즈커피가 여름 시즌을 맞아 과일 음료·컵빙수 등 신제품 4종을 출시하고 개그맨 김원훈과 협업한 코믹숏폼콘텐츠를 공개한다.(사진=컴포즈커피 제공) *재판매 및 DB 금지 [서울=뉴시스]김상윤 기자 = 컴포즈커피가 여름 시즌을 맞아 과일 음료...,http://v.daum.net/v/20260512093909514
숏폼,AI숏폼공모 통해 순천의 미래 본다,http://v.daum.net/v/20260511090724621
숏폼,"순천시'2026년 AI숏폼영상 공모전'포스터. 전남 순천시가 인공지능 기술을 활용한 '2026년 AI숏폼영상 공모전'을 열고 참가 접수를 시작했다. 이번 공모전은 디지털 전환 흐름에 맞춰 창의적 콘텐츠를 발굴하고, 생태와 기술이 결합된 도시 미래상을 널리 알리기...",http://v.daum.net/v/20260511090724621
숏폼,"고윤,숏폼드라마 ‘불륜녀의 딸을 키웠다’ 주인공 낙점",http://v.daum.net/v/20260513111417432
숏폼,배우 고윤 아이오케이이엔엠 배우 고윤이 드라마박스 ‘불륜녀의 딸을 키웠다’ 주인공 권우진 역으로 출연한다. 고윤이 글로벌숏폼드라마 플랫폼 드라마박스의 신작 ‘불륜녀의 딸을 키웠다’를 이끌 주연으로 캐스팅됐다고 13일 전했다. 그가 출연하는 ‘불륜녀...,http://v.daum.net/v/20260513111417432
